title,time,url,title_cut,title_rank
延迟豁免决定！默克尔对美撂狠话：欧盟若遭美国关税打击 必将反击,2018-05-01 09:37,http://www.sohu.com/a/230032105_114835,"['延迟', '豁免', '决定', '默克尔', '美国', '狠话', '欧盟', '美国', '关税', '打击', '反击']",-1
任志强预言或成现实:更多资金入楼市新一轮暴涨要来?,2018-05-01 09:36,http://finance.sina.com.cn/china/gncj/2018-05-01/doc-ifzvpatr7465306.shtml,"['任志强', '预言', '现实', '资金', '楼市', '新一轮', '暴涨']",-1
乱挥贸易大棒引发众怒 美国当心赔了夫人又折兵,2018-05-01 09:28,http://finance.sina.com.cn/world/gjcj/2018-05-01/doc-ifzvpatr7437643.shtml,"['乱挥', '贸易', '大棒', '引发', '众怒', '美国', '当心', '赔了夫人又折兵']",-1
韩国青瓦台：朝鲜邀请麦当劳和特朗普公司到当地投资,2018-05-01 09:24,http://finance.sina.com.cn/world/gjcj/2018-05-01/doc-ifzvpatr7426477.shtml,"['韩国', '青瓦台', '朝鲜', '邀请', '麦当劳', '特朗普', '公司', '当地', '投资']",-1
抖音封杀“小猪佩奇” ？少数商家假冒仿制品从中牟利,2018-05-01 09:18,http://www.sohu.com/a/230029868_250147,"['封杀', '小猪', '佩奇', '商家', '假冒', '仿制品', '牟利']",-1
美国财长努钦：谨慎乐观地看待中美两国贸易谈判,2018-05-01 09:10,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7378655.shtml,"['美国', '财长', '努钦', '看待', '中美', '贸易谈判']",-1
王毅将访问朝鲜,2018-05-01 09:08,http://www.sohu.com/a/230029416_114731,"['王毅', '访问', '朝鲜']",-1
三菱：美国通胀逼近目标 黄金还留有后招,2018-05-01 09:07,http://www.sohu.com/a/230029412_119759,"['三菱', '美国', '通胀', '逼近', '目标', '黄金', '留有']",-1
新华社揭秘试用期里的坑：不缴社保造词欠薪随意辞人,2018-05-01 09:05,http://finance.sina.com.cn/china/gncj/2018-05-01/doc-ifzvpatr7365416.shtml,"['试用期', '不缴', '社保', '造词', '欠薪', '辞人']",-1
美财长：合资企业与开放市场是对中谈判焦点,2018-05-01 09:04,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7359829.shtml,"['美国', '财长', '合资企业', '开放市场', '谈判', '焦点']",-1
5月1日北京地区发布沙尘蓝色预警信号,2018-05-01 08:59,http://www.sohu.com/a/230028673_114731,"['北京地区', '发布', '沙尘', '蓝色', '预警', '信号']",-1
新乐超市：区域连锁零售企业的发展之路,2018-05-01 08:58,http://www.sohu.com/a/230028477_563408,"['新乐', '超市', '区域', '连锁', '零售', '企业', '发展']",-1
两票制负面影响持续 医药流通龙头年报令市场失望,2018-05-01 08:58,http://www.sohu.com/a/230028479_114986,"['负面影响', '医药', '流通', '龙头', '年报', '市场', '失望']",-1
沪深港通每日额度扩大四倍，这些投资机会最靠谱,2018-05-01 08:58,http://www.sohu.com/a/230028480_114986,"['深港', '额度', '扩大', '投资', '机会']",-1
今起试点税延养老险，机构：将成保险公司新增长点,2018-05-01 08:56,http://www.sohu.com/a/230028466_250147,"['试点', '税', '养老险', '机构', '保险公司', '增长点']",-1
英国内政大臣引咎辞职 特雷莎·梅又损失一员干将,2018-05-01 08:55,http://www.sohu.com/a/230028446_123753,"['英国', '内政', '大臣', '引咎辞职', '特雷莎', '梅又', '损失', '干将']",-1
白宫：特朗普推迟对欧盟等关税问题作出决定至6月1日,2018-05-01 08:47,http://finance.sina.com.cn/7x24/2018-05-01/doc-ifzvpatr7309069.shtml,"['白宫', '特朗普', '推迟', '欧盟', '关税', '问题', '作出', '决定']",-1
咖啡致癌、吊兰可吸甲醛……4月这些流言、谣言最热,2018-05-01 08:43,http://www.sohu.com/a/230028021_114731,"['咖啡', '致癌', '吊兰', '可吸', '甲醛', '流言', '谣言']",-1
【黄金晨报】美元创逾三个半月新高 黄金承压跌破200日均线,2018-05-01 08:30,http://www.sohu.com/a/230027047_130887,"['黄金', '晨报', '美元', '新高', '黄金', '承压', '跌破', '均线']",-1
澳前总理陆克文：中美在科技领域爆发“新冷战”,2018-05-01 08:26,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7264295.shtml,"['总理', '陆克文', '中美', '科技领域', '爆发', '冷战']",-1
美国财长：美国并不想把俄铝彻底踢出市场,2018-05-01 08:25,http://www.sohu.com/a/230026589_130887,"['美国', '财长', '美国', '不想', '市场']",9
重庆网红景点开启“人从众”模式 本地人吓坏,2018-05-01 08:23,http://www.sohu.com/a/230026463_255783,"['重庆', '网红', '景点', '开启', '模式', '本地人', '吓坏']",-1
"早新闻丨美国访华贸易代表团名单公布；省级平台再违约,涉及5亿资管计划",2018-05-01 08:20,http://www.sohu.com/a/230026290_115362,"['新闻', '美国', '访华', '贸易', '代表团', '名单', '公布', '平台', '违约', '涉及', '资管', '计划']",9
外媒：美国财政部与行业组织讨论限制中国投资的立法,2018-05-01 08:19,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7249924.shtml,"['外媒', '美国财政部', '行业', '组织', '讨论', '限制', '中国', '投资']",-1
聚美财报：影视即将盈利 股票回购计划出炉 多元化业务成型,2018-05-01 08:12,http://www.sohu.com/a/230026309_153054,"['聚美', '财报', '影视', '盈利', '股票', '回购', '计划', '出炉', '多元化', '业务', '成型']",-1
老井：地心-800米的煤层中，我在打捞黑色的游鱼,2018-05-01 08:11,http://www.sohu.com/a/230027114_137204,"['老井', '煤层', '打捞', '黑色', '游鱼']",-1
今日起我国进口抗癌药实行零关税,2018-05-01 08:09,http://finance.sina.com.cn/china/2018-05-01/doc-ifzvpatr7226572.shtml,"['进口', '抗癌药', '实行', '零关税']",-1
小龙虾高价入市：进货价普涨约25% 市民直呼吃不起,2018-05-01 08:07,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766776.htm,"['小龙虾', '高价', '入市', '进货价', '涨约', '市民', '直呼', '吃不起']",-1
今年炒股有多难？全球最大主权基金一季度巨亏逾千亿,2018-05-01 08:06,http://www.sohu.com/a/230026288_115362,"['炒股', '全球', '主权', '基金']",-1
外媒：美国将欧盟等盟国钢铝关税豁免期延长至6月1日,2018-05-01 08:05,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7219655.shtml,"['外媒', '美国', '欧盟', '盟国', '钢铝', '关税', '豁免', '延长']",3
个人税延养老险今日起在上海等三地试点，每月能省多少个税？,2018-05-01 08:05,http://www.sohu.com/a/230025791_260616,"['个人', '税', '养老险', '上海', '试点', '能省', '税']",-1
王湘穗：中国的重新崛起,2018-05-01 08:04,http://www.sohu.com/a/230025779_115479,"['王湘穗', '中国', '崛起']",-1
阿里巴巴蔡崇信：贸易战将对美国工业造成最大损害,2018-05-01 08:03,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7217066.shtml,"['阿里巴巴', '崇信', '贸易战', '美国', '工业', '造成', '损害']",-1
趣炫网络业绩“催肥术” 宋清辉：为上市目的,2018-05-01 08:00,http://www.sohu.com/a/228743849_112589,"['网络', '业绩', '催肥', '宋清辉', '上市', '目的']",-1
宋清辉：上市公司长期不分红损形象,2018-05-01 07:59,http://www.sohu.com/a/229984662_112589,"['宋清辉', '上市公司', '分红', '形象']",-1
【现货黄金收盘】劲爆一周即将展开 黄金多头未战先怯,2018-05-01 07:59,http://www.sohu.com/a/230025292_119759,"['现货', '黄金', '收盘', '展开', '黄金', '未战']",-1
外资绝对控股基金被允许：42家合资基金公司谁有机会,2018-05-01 07:49,http://www.sohu.com/a/230025088_120702,"['外资', '控股', '基金', '允许', '合资', '基金', '公司', '机会']",-1
巴菲特一直被模仿，为何多数模仿者的结局都不太乐观？,2018-05-01 07:49,http://www.sohu.com/a/230025155_102150,"['巴菲特', '模仿', '模仿者', '结局']",-1
上市新规促港股全线上涨 A股节后有望反弹但力度或有限,2018-05-01 07:49,http://www.sohu.com/a/230025219_120702,"['上市', '新规', '港股', '全线', 'a股', '有望', '力度']",-1
金价震荡回调 假期金饰热卖,2018-05-01 07:49,http://www.sohu.com/a/230025148_120702,"['金价', '震荡', '回调', '金饰', '热卖']",-1
资管新规落地 买银行理财产品需转变思路,2018-05-01 07:48,http://www.sohu.com/a/230024792_120702,"['资管', '落地', '银行', '理财产品', '转变', '思路']",-1
美国访华贸易代表团名单：财政部长和商务部长领衔,2018-05-01 07:47,http://www.sohu.com/a/230024938_119562,"['美国', '访华', '贸易', '代表团', '名单', '财政部长', '商务部长', '领衔']",9
港股昨上涨1.74%,2018-05-01 07:47,http://www.sohu.com/a/230025075_120702,['港股'],-1
这些新政今日起实施！总有一项与你相关,2018-05-01 07:41,http://finance.sina.com.cn/roll/2018-05-01/doc-ifzvpatr7178297.shtml,"['新政', '实施', '相关']",-1
网约车新考验：烧钱非良药，资质是痛点,2018-05-01 07:40,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766699.htm,"['网约车', '考验', '烧钱', '良药', '资质', '痛点']",-1
特朗普将推迟决定欧盟等国钢铝关税豁免问题,2018-05-01 07:39,http://finance.sina.com.cn/7x24/2018-05-01/doc-ifzvpatr7173976.shtml,"['特朗普', '推迟', '决定', '欧盟', '关税', '豁免', '问题']",-1
高校毕业生就业形势趋稳定 “择业难”成新烦恼,2018-05-01 07:35,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766679.htm,"['高校', '毕业生', '就业', '形势', '择业', '成新']",-1
蹲下是为了跳得更高？投行：美元恐难以翻身 黄金将“闪耀光芒”,2018-05-01 07:33,http://www.sohu.com/a/230024278_119759,"['蹲下', '投行', '美元', '翻身', '黄金', '闪耀', '光芒']",-1
马拉松原油230亿美元购Andeavor 成全球第六大…,2018-05-01 07:33,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7167599.shtml,"['马拉松', '原油', 'andeavor', '全球']",-1
决策分析：欧元疲软美元续涨 市场静待FED会议及非农双重考验,2018-05-01 07:32,http://www.sohu.com/a/230024279_119759,"['决策分析', '欧元', '美元', '续涨', '市场', '静待', 'fed', '会议', '双重', '考验']",-1
“北京优势”充分发挥协作扶贫效益 帮扶七省区八十九个县级地区,2018-05-01 07:30,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766673.htm,"['北京', '优势', '充分发挥', '协作', '扶贫', '效益', '帮扶', '省区', '地区']",-1
华尔街见闻早餐FM-Radio|2018年5月1日,2018-05-01 07:28,http://www.sohu.com/a/230024533_130887,"['华尔街', '见闻', '早餐', 'fm', 'radio']",-1
海南：扶贫夜校，从“富头脑”到“富口袋”,2018-05-01 07:27,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766654.htm,"['海南', '扶贫', '夜校', '头脑', '口袋']",-1
4月综合PMI产出指数54.1% 近期经济运行总体保持平稳,2018-05-01 07:21,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766645.htm,"['综合', 'pmi', '产出', '指数', '经济运行', '总体', '保持']",-1
美国法官驳回阿里巴巴对迪拜加密货币公司商标权诉讼,2018-05-01 07:19,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7151874.shtml,"['美国', '法官', '驳回', '阿里巴巴', '迪拜', '加密', '货币', '公司', '商标权', '诉讼']",-1
【现货黄金收盘】劲爆一周即将展开 黄金多头未战先怯,2018-05-01 07:17,http://www.sohu.com/a/230023585_119759,"['现货', '黄金', '收盘', '展开', '黄金', '未战']",-1
【原油收盘】伊朗局势再度紧张恐影响供应 油价周一适度反弹,2018-05-01 07:10,http://www.sohu.com/a/230023755_119759,"['原油', '收盘', '伊朗', '局势', '影响', '供应', '油价']",-1
农业农村成投资“热土”,2018-05-01 07:09,http://www.xinhuanet.com/fortune/2018-05/01/c_1122766626.htm,"['农业', '农村', '投资', '热土']",-1
【美股收盘】早盘涨势昙花一现 美股上演倒V行情,2018-05-01 07:09,http://www.sohu.com/a/230023568_119759,"['收盘', '涨势', '昙花一现', '上演']",-1
4月份制造业和非制造业PMI继续扩张,2018-05-01 07:08,http://www.sohu.com/a/230023854_120702,"['月份', '制造业', '制造业', 'pmi', '继续', '扩张']",-1
北京地税祝广大纳税人五一劳动节快乐！,2018-05-01 07:00,http://www.sohu.com/a/230024876_391358,"['北京', '地税', '纳税人', '五一劳动节']",-1
美元指数30日上涨,2018-05-01 06:58,http://www.sohu.com/a/230023530_267106,"['美元', '指数']",-1
新版海关企业信用管理办法5月1日起实施,2018-05-01 06:57,http://www.sohu.com/a/230023397_120702,"['海关', '企业信用', '管理', '办法', '实施']",-1
中国开放资本市场引关注，两路境外资金正加速入市,2018-05-01 06:56,http://www.sohu.com/a/230025165_99992453,"['中国', '开放', '资本', '市场', '关注', '境外', '资金', '加速', '入市']",-1
今天起，这些新规将影响你的生活！,2018-05-01 06:56,http://www.sohu.com/a/230025403_99992453,"['规将', '影响', '生活']",10
方兆本：2018年关于Fintech的20条预测（含精彩视频）,2018-05-01 06:50,http://www.sohu.com/a/230025196_481741,"['方兆本', 'fintech', '预测', '精彩视频']",-1
巴曙松、杨倞：资管新规——从修订细节看政策导向,2018-05-01 06:50,http://www.sohu.com/a/230025198_481741,"['巴曙松', '资管', '修订', '细节', '政策', '导向']",-1
美国财长努钦称美国制裁的目标不是让俄铝停业,2018-05-01 06:49,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7116127.shtml,"['美国', '财长', '努钦', '美国', '制裁', '目标', '停业']",-1
美债破3%！中国经济会走剌激房地产老路吗?,2018-05-01 06:39,http://www.sohu.com/a/230023257_104543,"['美国', '中国', '经济', '房地产', '老路']",-1
美股收跌电讯板块下跌2.7% 伊朗核武问题油价收高,2018-05-01 06:28,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7096861.shtml,"['收跌', '电讯', '伊朗', '核武', '问题', '油价', '收高']",-1
5月1日外汇交易提醒,2018-05-01 06:23,http://www.sohu.com/a/230027050_420078,"['外汇交易', '提醒']",-1
以色列助攻美国退出伊核协议？多空角力油价巨震,2018-05-01 06:21,http://www.sohu.com/a/230027401_420078,"['以色列', '助攻', '美国', '退出', '协议', '角力', '油价', '巨震']",-1
两档增值税税率今起降低,2018-05-01 06:18,http://www.sohu.com/a/230023005_161795,"['增值税', '税率', '降低']",-1
伊朗伊斯兰革命卫队说决不放弃发展弹道导弹,2018-05-01 06:16,http://www.sohu.com/a/230022597_267106,"['伊朗', '伊斯兰', '革命', '卫队', '放弃', '发展', '弹道导弹']",-1
单身不哭，资本会关注你,2018-05-01 06:00,http://www.sohu.com/a/230022398_694776,"['单身', '资本', '关注']",-1
经济日报丨财经早餐【5月1日】,2018-05-01 05:59,http://www.sohu.com/a/230023706_118392,"['经济日报', '财经', '早餐']",-1
美银美林：标普500必须突破2718 否则有跌破250…,2018-05-01 05:50,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7062508.shtml,"['美银', '美林', '标普', '突破', '跌破']",-1
美国政府一季度借款4880亿美元 创金融危机后季度融资新高,2018-05-01 05:49,http://www.sohu.com/a/230022727_130887,"['美国政府', '借款', '金融危机', '季度', '融资', '新高']",-1
5月1日财经早餐：伊朗局势再添变数，美股尾盘跳水,2018-05-01 05:37,http://www.sohu.com/a/230024723_420078,"['财经', '早餐', '伊朗', '局势', '变数', '尾盘', '跳水']",-1
今日美股趣闻：斯普林特和T-Mobile的“联姻”,2018-05-01 05:32,http://www.sohu.com/a/230024909_420078,"['趣闻', '斯普林', 'mobile', '联姻']",-1
据悉海航和SkyBridge同意放弃收购计划 探索合作…,2018-05-01 05:14,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7038176.shtml,"['据悉', '海航', 'skybridge', '放弃', '收购计划', '探索', '合作']",-1
局部虽企稳 A股弱势格局未变,2018-05-01 04:59,http://www.sohu.com/a/230021868_115433,"['局部', '企稳', 'a股', '弱势', '格局']",-1
FXTM：FOMC会议，美元及就业报告是关键,2018-05-01 04:56,http://www.sohu.com/a/230021791_119759,"['fxtm', 'fomc', '会议', '美元', '就业', '报告', '关键']",-1
中国制造业全面开放惠全球 多行业将取消股比限制,2018-05-01 04:51,http://finance.sina.com.cn/china/gncj/2018-05-01/doc-ifzvpatr7016666.shtml,"['中国', '制造业', '全面', '开放', '全球', '行业', '取消', '股比', '限制']",-1
人民日报刊文：中国是知识产权国际规则坚定维护者,2018-05-01 04:50,http://finance.sina.com.cn/china/gncj/2018-05-01/doc-ifzvpatr7015143.shtml,"['刊文', '中国', '知识产权', '国际', '规则', '维护者']",-1
农业农村成投资“热土” 固定投资增速领跑三产业,2018-05-01 04:40,http://finance.sina.com.cn/china/gncj/2018-05-01/doc-ifzvpatr7008760.shtml,"['农业', '农村', '投资', '热土', '投资', '增速', '领跑', '产业']",-1
黄金技术分析：日线指标恢复全面看跌设置 跌向关键支撑水平,2018-05-01 04:39,http://www.sohu.com/a/230021942_119759,"['黄金', '技术', '分析', '指标', '恢复', '全面', '看跌', '设置', '跌向', '关键', '支撑', '水平']",-1
比特币多头终于再次占据上风 4月份大涨36%,2018-05-01 04:32,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr7004403.shtml,"['比特币', '占据', '上风', '月份']",-1
交易员危机 从500人到3人机器取代人在高盛真实上演,2018-05-01 04:25,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6999598.shtml,"['交易员', '危机', '机器', '取代', '高盛', '上演']",-1
【美债收盘】关键通胀指标中规中矩 美债收益率下跌,2018-05-01 04:14,http://www.sohu.com/a/230021340_119759,"['美国', '收盘', '关键', '通胀', '指标', '中规中矩', '美国', '收益率']",-1
美元指数30日上涨,2018-05-01 04:09,http://www.sohu.com/a/230021209_267106,"['美元', '指数']",-1
【美债收盘】关键通胀指标中规中矩 美债收益率下跌,2018-05-01 03:50,http://www.sohu.com/a/230020875_119759,"['美国', '收盘', '关键', '通胀', '指标', '中规中矩', '美国', '收益率']",-1
4月30日黄金投资晨报：1320上方小幅反弹 继续关注100日均线,2018-05-01 03:42,http://www.sohu.com/a/230020859_119759,"['黄金', '投资', '晨报', '小幅', '继续', '关注', '均线']",-1
美元反弹、黄金又“蔫了” 晚间“数据炸弹”将引爆,2018-05-01 03:39,http://www.sohu.com/a/230021034_119759,"['美元', '黄金', '数据', '炸弹', '引爆']",-1
奥屹科技和马特跟单CEO：强强联手 为行业带来新元素与机遇,2018-05-01 03:37,http://www.sohu.com/a/230020588_119759,"['奥屹', '科技', '和马特', 'ceo', '强强', '联手', '行业', '带来', '新元素', '机遇']",-1
黄金：今天又跌了10美元 多头也在“逃跑” 1300真的来了？,2018-05-01 03:34,http://www.sohu.com/a/230020903_119759,"['黄金', '美元', '逃跑']",-1
美元多头爆发的又一个“导火索”？美联储青睐的通胀指标升至2%,2018-05-01 03:31,http://www.sohu.com/a/230020097_119759,"['美元', '爆发', '导火索', '美联储', '青睐', '通胀', '指标', '升至']",-1
特朗普应授予诺贝尔和平奖？分析师建议减持过多风险资产,2018-05-01 03:31,http://www.sohu.com/a/230020098_119759,"['特朗普', '授予', '诺贝尔和平奖', '分析师', '建议', '减持', '风险', '资产']",-1
决策分析：今夜全球市场要“遭殃”？马上将有重大消息宣布,2018-05-01 03:30,http://www.sohu.com/a/230020491_119759,"['决策分析', '全球', '市场', '遭殃', '消息', '宣布']",-1
本周FOMC会议及非农强势来袭 黄金震荡加剧面临大考,2018-05-01 03:28,http://www.sohu.com/a/230020535_119759,"['fomc', '会议', '强势', '黄金', '震荡', '加剧', '面临', '大考']",-1
【欧股收盘】欧股上涨 关注朝鲜局势与美新关税进展,2018-05-01 03:27,http://www.sohu.com/a/230020090_119759,"['欧股', '收盘', '欧股', '关注', '朝鲜', '局势', '美国', '关税', '进展']",-1
非美技术面释放预警信号！欧元、英镑、澳元最新技术分析,2018-05-01 03:26,http://www.sohu.com/a/230020476_119759,"['非美', '技术', '释放', '预警', '信号', '欧元', '技术', '分析']",-1
美证监会官员表态ICO：立场“谨慎但开放”，未来追求合规证券法,2018-05-01 03:23,http://www.sohu.com/a/230020180_130887,"['美国', '证监会', '官员', '表态', 'ico', '立场', '开放', '追求', '合规', '证券法']",-1
今夏“麻小儿”高价入市 进货价普涨25%左右,2018-05-01 03:22,http://www.sohu.com/a/230020175_161623,"['小儿', '高价', '入市', '进货价']",-1
美国2月份从OPEC进口原油量为2015年以来最低,2018-05-01 03:09,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6943458.shtml,"['美国', '月份', 'opec', '进口', '原油']",-1
新兴市场外债利差创2013年以来最大升幅,2018-05-01 03:06,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6940838.shtml,"['市场', '外债', '利差', '升幅']",-1
美国财政部：1-3月借款额4880亿美元 创历史同期最…,2018-05-01 03:01,http://finance.sina.com.cn/7x24/2018-05-01/doc-ifzvpatr6933553.shtml,"['美国财政部', '借款', '历史']",-1
复仇者联盟3 全球首周末票房达创纪录的6.41亿美元,2018-05-01 02:52,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6920295.shtml,"['复仇者', '联盟', '全球', '票房', '创纪录']",-1
以色列总理称伊朗暗中研发核武器，油价一度飙升逾2%,2018-05-01 02:49,http://www.sohu.com/a/230021870_420078,"['以色列', '总理', '伊朗', '研发', '核武器', '油价', '飙升']",-1
欧股上涨 关注朝鲜局势与美新关税进展,2018-05-01 02:46,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6910295.shtml,"['欧股', '关注', '朝鲜', '局势', '美国', '关税', '进展']",-1
纽约商品交易所黄金期货市场6月黄金期价30日下跌,2018-05-01 02:43,http://www.sohu.com/a/230020103_267106,"['纽约商品交易所', '黄金', '期货市场', '黄金', '期价']",-1
非美技术面释放预警信号！欧元、英镑、澳元最新技术分析,2018-05-01 02:42,http://www.sohu.com/a/230019691_119759,"['非美', '技术', '释放', '预警', '信号', '欧元', '技术', '分析']",-1
科技创投大折叠：钱荒、资产荒同步上演的2018,2018-05-01 02:35,http://www.sohu.com/a/230019584_313745,"['科技', '创投', '折叠', '钱荒', '资产', '上演']",-1
以色列总理计划公布伊朗秘密核文件 油价周一盘中止跌转升,2018-05-01 02:17,http://www.sohu.com/a/230019462_119759,"['以色列', '总理', '计划', '公布', '伊朗', '秘密', '文件', '油价', '盘中', '止跌', '转升']",-1
【欧股收盘】欧股上涨 关注朝鲜局势与美新关税进展,2018-05-01 02:09,http://www.sohu.com/a/230019536_119759,"['欧股', '收盘', '欧股', '关注', '朝鲜', '局势', '美国', '关税', '进展']",-1
伦敦股市30日微涨,2018-05-01 01:53,http://www.sohu.com/a/230019166_267106,"['伦敦', '股市', '微涨']",-1
最后的警告！欧盟：我们已准备好贸易战,2018-05-01 01:49,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6821717.shtml,"['警告', '欧盟', '准备', '贸易战']",-1
高盛总裁：投资者的贪婪依然超越恐惧,2018-05-01 01:36,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6803120.shtml,"['高盛', '总裁', '投资者', '超越', '恐惧']",-1
最后的警告！欧盟：我们已准备好贸易战,2018-05-01 01:32,http://www.sohu.com/a/230018693_119759,"['警告', '欧盟', '准备', '贸易战']",-1
中美贸易战 欧盟怎么办？,2018-05-01 01:30,http://finance.sina.com.cn/stock/usstock/c/2018-05-01/doc-ifzvpatr6791748.shtml,"['中美', '贸易战', '欧盟']",-1
